adj   /9223370859489175807	DCAI	12.07	1177365600000				
open  /9223370779565575807	DGICA	14.85	1257289200000				
high  /9223370779565575807	DGICA	14.85	1257289200000				
low   /9223370779565575807	DGICA	14.27	1257289200000				
close /9223370779565575807	DGICA	14.65	1257289200000				
volume/9223370779565575807	DGICA	28800	1257289200000				
adj   /9223370779565575807	DGICA	14.54	1257289200000				
open  /9223371107284375807	DGAS	16.87	929570400000				
high  /9223371107284375807	DGAS	17.00	929570400000				
low   /9223371107284375807	DGAS	16.75	929570400000				
close /9223371107284375807	DGAS	16.75	929570400000				
volume/9223371107284375807	DGAS	3100	929570400000				
adj   /9223371107284375807	DGAS	9.52	929570400000				
open  /9223371216663175807	DISK	7.88	820191600000				
high  /9223371216663175807	DISK	7.88	820191600000				
low   /9223371216663175807	DISK	7.50	820191600000				
close /9223371216663175807	DISK	7.50	820191600000				
volume/9223371216663175807	DISK	71900	820191600000				
adj   /9223371216663175807	DISK	7.50	820191600000				
open  /9223371248717575807	DRAM	6.37	788137200000				
high  /9223371248717575807	DRAM	6.37	788137200000				
low   /9223371248717575807	DRAM	6.25	788137200000				
close /9223371248717575807	DRAM	6.37	788137200000				
volume/9223371248717575807	DRAM	28500	788137200000				
adj   /9223371248717575807	DRAM	1.82	788137200000				
open  /9223371088531975807	DINE	4.25	948322800000				
high  /9223371088531975807	DINE	4.75	948322800000				
low   /9223371088531975807	DINE	4.19	948322800000				
close /9223371088531975807	DINE	4.69	948322800000				
volume/9223371088531975807	DINE	25200	948322800000				
adj   /9223371088531975807	DINE	11.93	948322800000				
open  /9223371229108375807	DGICB	16.25	807746400000				
high  /9223371229108375807	DGICB	16.50	807746400000				
low   /9223371229108375807	DGICB	16.25	807746400000				
close /9223371229108375807	DGICB	16.25	807746400000				
volume/9223371229108375807	DGICB	32300	807746400000				
adj   /9223371229108375807	DGICB	3.53	807746400000				
open  /9223371197399575807	DCAI	4.25	839455200000				
high  /9223371197399575807	DCAI	4.88	839455200000				
low   /9223371197399575807	DCAI	4.25	839455200000				
close /9223371197399575807	DCAI	4.88	839455200000				
volume/9223371197399575807	DCAI	22400	839455200000				
adj   /9223371197399575807	DCAI	2.44	839455200000				
open  /9223370954442775807	DCGN	10.03	1082412000000				
high  /9223370954442775807	DCGN	10.41	1082412000000				
low   /9223370954442775807	DCGN	9.71	1082412000000				
close /9223370954442775807	DCGN	9.71	1082412000000				
volume/9223370954442775807	DCGN	584800	1082412000000				
