DJCO/2008-09-29	39.00	46.00	36.00	39.90	600	39.90	1222671600000
DAIO/1993-08-03	3.00	3.25	3.00	3.25	9800	3.25	744361200000
DLPX/1993-04-01	2.75	2.75	2.75	2.75	23000	2.75	733651200000
DUSA/1997-06-02	5.94	6.25	5.87	6.00	35800	6.00	865234800000
DGICB/1999-04-09	12.13	12.50	11.75	12.25	9500	5.10	923641200000
DCGN/2003-08-06	2.85	3.10	2.81	2.85	181400	2.85	1060153200000
DGICA/2006-05-12	18.96	19.60	18.95	19.00	46600	17.34	1147417200000
DRRX/2003-08-20	2.36	2.45	2.34	2.43	544500	2.43	1061362800000
DCOM/2010-01-15	11.79	11.85	11.55	11.74	120900	11.61	1263542400000
DSPG/2004-04-15	25.81	25.81	25.30	25.35	151600	25.35	1082012400000
DGAS/2007-08-31	23.79	25.02	23.79	24.81	4000	22.14	1188543600000
DTV/2006-11-28	22.50	22.65	22.38	22.55	9400300	22.55	1164700800000
DRAM/2003-08-07	3.62	3.63	3.61	3.61	5300	3.09	1060239600000
DGII/1996-01-29	23.12	23.38	22.63	23.38	465400	23.38	822902400000
DBRN/1991-12-23	9.00	9.00	8.50	9.00	173600	2.25	693475200000
DGAS/2000-09-18	17.87	17.87	17.50	17.50	1100	10.91	969260400000
DMLP/2003-02-28	14.91	14.91	14.67	14.70	26600	7.81	1046419200000
DPTR/2009-12-23	1.36	1.37	1.28	1.36	7398200	1.36	1261555200000
DXPE/2009-04-28	12.45	13.05	12.40	12.77	114400	12.77	1240902000000
DHFT/1999-02-17	15.99	16.31	15.99	16.15	14200	5.27	919238400000
DSPG/1996-02-09	9.25	9.75	9.25	9.38	158000	4.15	823852800000
DHFT/1996-07-30	9.43	9.71	9.43	9.62	13700	2.74	838710000000
DXYN/2007-07-06	12.51	13.12	12.51	12.97	47200	12.97	1183705200000
DHFT/1993-07-19	13.04	13.04	12.66	13.04	10200	1.85	743065200000
DTPI/2008-10-06	4.21	4.56	4.04	4.19	153700	3.70	1223276400000
DORM/1994-04-22	7.25	7.75	7.00	7.75	30600	3.87	766998000000
DRCO/2003-07-17	15.76	16.05	15.76	15.96	5400	15.96	1058425200000
DYII/2006-03-06	3.21	3.21	3.21	3.21	200	3.21	1141632000000
DRCO/2008-08-15	9.74	9.74	9.15	9.22	7100	9.22	1218783600000
DLTR/2006-02-03	26.68	27.69	26.53	27.20	2447400	27.20	1138953600000
DRIV/1998-12-29	43.44	44.00	38.75	39.06	322000	39.06	914918400000
DATA/1998-07-09	4.25	4.25	4.25	4.25	6000	2.83	899967600000
DNEX/2008-12-11	48.94	50.90	47.96	48.51	146100	48.51	1228982400000
DEAR/2005-08-30	25.65	25.80	25.56	25.64	2600	23.26	1125385200000
DUSA/1997-03-24	6.13	6.38	6.00	6.25	78400	6.25	859190400000
DIET/2003-02-04	1.48	1.48	1.40	1.45	18800	1.45	1044345600000
DSPG/2006-05-15	24.90	25.13	24.50	24.56	368900	24.56	1147676400000
DWSN/1991-11-22	4.12	4.12	3.88	4.00	8400	4.00	690796800000
DWSN/2006-07-17	29.61	29.95	28.27	28.52	114300	28.52	1153119600000
DNEX/1997-04-02	45.50	45.50	44.75	44.75	22600	22.37	859968000000
DNDN/2009-05-04	21.21	22.39	20.83	21.38	9733400	21.38	1241420400000
DEAR/2005-06-07	27.45	27.45	27.45	27.45	1700	24.90	1118127600000
DLLR/2008-05-01	21.52	23.13	21.33	22.93	377200	22.93	1209625200000
DFZ/1994-05-27	19.25	19.75	19.25	19.75	33300	8.48	770022000000
DTSI/2006-07-11	19.54	19.78	19.22	19.59	63400	19.59	1152601200000
DWA/2004-11-05	40.77	42.25	40.21	40.45	2461400	40.45	1099641600000
DBLE/2009-10-27	5.03	5.15	4.79	5.14	29200	5.14	1256626800000
